name,salary,years_experience
Rosina Leuschke,80172.0429111,3
Tara Greenfelder,69905.4460096,3
Maida Rogahn,94604.8118477,0
Eveline Zemlak,86519.671698,4
Jessika Glover,61449.0295172,2
Maiya Wiza,58521.6424132,4
Lottie White,25551.6174544,4
Madonna Howell,51507.1207658,5
Ralph Schroeder,49770.7356505,2
Genoveva Hickle,98591.9798216,3
Ali Kerluke,56296.6655586,3
Vern Steuber,42830.682824,4
Savannah Lubowitz,64306.1674817,3
Willa Vandervort,50664.7693345,3
Sophie D'Amore,22754.3608152,1
Margarete Kohler,48159.6178022,3
Marina Waters,69220.2723411,1
Estevan Armstrong,59438.6027305,1
Ottis Bernier,46198.0381461,3
Millie Skiles,60958.9004446,2
Belle Terry,46459.0585674,1
Tyler Gleichner,49359.1629844,1
Harley Ward,105144.947407,1
Eliza Reichel,62255.107278,3
Kody McKenzie,23716.5599973,3
Estrella Johns,41252.2981538,2
Pierce Schulist,27811.104677,4
Amely Schoen,55477.7256932,2
Lisandro Jerde,63768.1382725,1
Luther Kassulke,69293.286383,4
Jaida Cremin,73592.9837348,4
Peter Dibbert,79644.551251,0
Bobby Gerlach,54670.6042571,0
Brock Abernathy,46491.2916015,6
Rosemary Sporer,37038.2812802,2
Valentin Jacobson,30382.6149826,3
Ismael Littel,76142.8527023,3
Emmett Harvey,45320.5283433,2
Sidney Terry,66378.4395611,1
Carmine Runte,38560.6750826,0
Bertha Abbott,44206.3781163,2
Wyatt Lakin,43250.6697262,1
Icie Veum,49423.7952308,1
Reynold King,61536.6643735,3
Roman Parisian,56999.4455069,4
Danielle Hyatt,56227.4272896,3
Leonard Tillman,16172.2290221,1
Peter Rempel,13340.358481,4
Sincere Stroman,68617.7413057,1
Kristin Kuphal,79851.0851615,4
Brent Balistreri,44286.8074931,6
Evalyn Torphy,71517.9782806,5
Bessie Hintz,51569.8151141,6
Yvonne Walter,44934.5596975,5
Libby Mueller,42035.2908777,5
Alyson Hoppe,42070.584881,6
Garfield Lemke,49556.1480735,1
Jakob Hudson,55194.4174189,4
Keely Durgan,47034.6371059,2
Garett Koss,64850.9065569,1
Kacie Toy,82543.1962404,9
Bernhard Buckridge,74292.1966653,2
Johnathan Rippin,17235.4480012,1
Alexis Hartmann,59956.9153965,5
Bettye Shields,83000.3713822,3
Keegan Jast,79658.5787909,8
Marlen Hermann,31723.0939489,4
Jazlyn Reilly,57025.5785998,4
Sophia Klein,24137.8855087,2
Clementine Pollich,66239.7595112,2
Aletha Rowe,43623.8745746,4
Houston Feil,40489.3358661,4
Ottis Rogahn,65031.6037051,2
Ken Watsica,90351.9672077,4
Darrell Hettinger,48334.826317,3
Sibyl Schneider,41734.7453517,6
Cade Stoltenberg,64480.4689298,2
Richie Corwin,77825.1876814,3
Bill Ferry,39554.2570224,3
Christopher Hermiston,31174.6917683,2
Winston Gerlach,75567.215488,3
Sonya Roberts,78568.9058832,4
Juvenal Bruen,42528.0077623,1
Irving Harvey,81725.5992167,1
Helmer Hettinger,55582.4700856,8
Jane Senger,60999.7278488,3
Narciso Kohler,59230.951532,2
Laurianne Graham,69937.1373104,2
Thaddeus Runte,17709.1157925,0
Santiago O'Connell,62600.0495296,2
Jayce Boyle,65687.4654761,5
Gunner Reilly,54563.507668,5
Daphne Klein,47295.0200267,3
Manuel Marvin,44933.013812,6
Sister Conroy,59293.5191869,1
Leanne Metz,38543.2915645,1
Jerome Macejkovic,83013.4807538,2
Saul Trantow,28186.2185655,2
Bethel Bednar,27845.1001711,4
Osvaldo Weissnat,82044.8541971,2
Grayson Murray,71782.5573195,3
Anita Weimann,66141.518774,5
Ole Prohaska,57551.6860516,2
Alfonso Bailey,61436.8756325,6
Breanne Ritchie,75195.2894406,0
Myriam Bashirian,40769.9751355,8
Anya Thompson,30864.8077429,3
Roberto Pouros,58586.3255989,6
Annabell Jakubowski,50848.995504,2
Dortha Gleason,91860.3516589,4
Rod Will,43136.7349483,7
Tania Metz,37438.9832719,3
Logan Tillman,21856.1288881,1
Larissa Howell,42005.5422872,4
Rachelle McKenzie,57841.9845144,0
Lula Conn,40328.2765529,1
Aniyah Paucek,71593.7582073,3
Dandre Gerhold,72346.1524335,3
Murray Kulas,66679.6904614,2
Casey Romaguera,73878.7530402,3
Jammie Fadel,91240.4048615,7
Gonzalo Wilderman,34612.7524132,5
Jon Zboncak,73772.6811411,2
Allie Zulauf,29437.9981778,3
Ciara Kiehn,5893.89554654,0
Nona Kirlin,65478.1018382,2
Lynn Maggio,23955.1240107,2
Donnie Brakus,69456.4084245,2
Susan Powlowski,64269.5045988,2
Maryam Braun,85223.2101267,1
Eudora Huel,74097.5758873,1
Ayden Bogisich,40095.1578264,5
Andrew Waters,21616.6088423,4
Toy McKenzie,54534.0188986,6
Gerald Kuhn,71634.6275241,2
Shawna Mosciski,72175.7996916,3
Guiseppe Jewess,48028.8891308,2
Carol Cole,50798.6240951,2
Lelia Wilderman,94844.7785384,3
Cassandre Orn,66233.6607765,0
Hester Haag,54858.8131114,1
Berniece Gutkowski,52915.0251709,6
Dylan Kunze,29264.9018498,1
Nathen Hansen,45046.5114801,4
Ollie Okuneva,36766.0200149,7
Sheldon Daugherty,57125.5827783,3
Cortez Parisian,17259.0293212,7
Destiny Heidenreich,76271.9009468,7
Monte Wiegand,37271.1456834,7
Tara Metz,73547.4489695,5
Alexandrine Wintheiser,32794.9035405,4
Julio O'Connell,68760.0160175,5
Marielle Tromp,17234.415467,4
Katheryn Schamberger,60720.4443062,1
Astrid O'Reilly,56492.5452788,4
Sabrina Cassin,46493.2341444,2
Darian Kiehn,63009.5293222,3
Lyda Durgan,53525.4609794,3
Wanda Zemlak,45073.1534171,2
Clara Welch,48890.1520208,4
Declan Pfeffer,70637.1397311,3
Reanna Jakubowski,47841.6839099,3
Paris Abbott,44779.2894404,2
Greta Schneider,59561.7121277,0
Mollie O'Hara,52323.4403136,2
Kiley Mosciski,24946.3862397,2
Landen Maggio,53673.9929068,4
Geovanni DuBuque,61304.0000349,5
Federico Frami,49681.6791438,3
Marilyne Rohan,49550.7057922,5
Anastasia Schuster,44054.8704031,5
Amos Willms,42832.7899965,4
Juston O'Kon,32368.8750277,1
Lavina Douglas,45376.2535954,4
Justine Cummings,26055.1623122,4
Clemmie Price,47378.2459605,3
Arjun Metz,75035.6012703,5
Lonny Mayert,34377.8721081,1
Emmy Lynch,85784.5747841,2
Salvatore Kuhic,81705.0530732,0
Narciso Boyer,53057.8587906,0
Turner Prohaska,63730.7478933,4
Emmy Steuber,49229.3058453,1
Cicero Lesch,72143.378587,3
Wilfredo Rempel,62545.7955865,0
German Hauck,39728.5903511,2
Daphnee Davis,50438.5416767,4
Oren Bosco,51255.9805387,2
Marcelle Doyle,36076.9918258,0
Berta Smitham,72047.1792261,5
Darren Wolf,57740.2381226,2
Kyle Spencer,56033.6831858,2
Jailyn Volkman,63473.7882857,1
Kaylie Gaylord,37332.698485,2
Alda Ziemann,75755.4782276,2
Elroy Upton,45610.5725134,6
Brenda Bins,66775.3372568,2
Marquise Oberbrunner,36607.5670609,2
Tomasa Turner,57729.0133912,5
Alfonso Daugherty,65053.7926566,2
Eve Langosh,91023.2173728,5
Rodolfo Mraz,31037.9587463,1
Zoey Funk,56766.3069996,4
Amie Moen,79836.3932977,3
Cletus Jaskolski,64516.2109267,4
Kristoffer Hettinger,79973.69381,1
Marty Effertz,38315.1254183,2
Maiya Jaskolski,35520.1406436,4
Kailey Sanford,45020.0038337,2
Bertram Gusikowski,41484.7576672,3
Robin Heidenreich,79569.4474443,2
Hallie Tromp,71298.6896706,2
Donavon Mayert,61780.06971,5
Gregorio Ryan,45740.9934967,3
Emmitt McClure,80498.2030778,3
Mauricio Bauch,5331.67108311,4
Leland Homenick,49635.3871755,3
Summer Runte,14163.3123367,4
Esteban Cartwright,21784.2800993,3
Shawn Ritchie,77724.6654533,2
Kody Altenwerth,62873.3326508,2
Zita Kirlin,79369.0474361,3
John Fisher,100182.326258,2
Angelica Gottlieb,46692.1355205,3
Albert West,50748.6584524,2
Larue Mohr,50891.7016514,2
Arthur Marks,36669.5360289,4
Cassie Leffler,79671.8615219,3
Tavares Homenick,75176.0385525,2
Chase Price,52648.2527674,4
Gisselle Ullrich,56667.9772001,5
George Dietrich,85032.388719,9
Graciela Lind,55491.2155447,3
Rae Donnelly,49673.8178779,1
Rashawn Nienow,54650.9501126,1
Marquis Jast,40871.7606432,0
Isaias Oberbrunner,38941.4251191,4
Ivory Bernier,28334.9380854,3
Nestor Kiehn,68482.6409787,0
Lavonne Grady,50599.3467039,3
Georgette Predovic,42292.1478269,3
Beatrice Gorczany,86925.6289051,3
Dawson Bailey,64321.6244409,0
Reva Olson,72725.3010158,2
Julio Berge,43200.5693669,4
Eula Harber,62503.6695616,3
Rhiannon Heller,23015.2487866,0
Coralie Pagac,48979.3517494,4
Ezra Fritsch,73617.4970504,3
Serena Kiehn,50849.8591933,1
Boris Cassin,59391.4593008,3
Edwin Fahey,44981.3882498,2
Coralie Ledner,91958.5059113,4
Eldred Kunde,63782.696604,2
Alessandro Schaden,37935.783429,2
Kelvin Ryan,34557.6214064,4
Salma Torp,44166.8827678,2
Alice Wyman,27972.5323375,3
Tobin Johns,83779.7026678,0
Maybell Blanda,37243.8218314,1
Derek Murazik,35040.0919541,2
Marlene Glover,47740.9280934,3
Yasmine Sauer,78807.8816703,1
Dariana Nader,44412.6628713,2
Elouise Monahan,54654.4959163,1
Leda Kunze,33331.8067963,5
Sim Gutmann,47882.4145031,4
Troy Corkery,46931.7143944,1
Harold Haag,46692.3893272,4
Geo Hills,66344.0155256,2
Shane Ernser,32242.1405995,2
Coy Bode,52897.2480056,1
Flavio Daugherty,58331.2698733,1
Shania Keebler,33649.3094502,1
Miles Jaskolski,61758.9363145,6
Leon Williamson,95385.3565775,3
Dashawn Grady,22717.7342969,5
Annamarie Koch,41049.6237785,6
Chaim Donnelly,62776.2539473,3
Sharon Littel,84219.932837,6
Evan O'Keefe,72218.0064275,4
Rigoberto Hand,84532.1494444,5
Royce Bauch,50409.70544,1
Elwin Feest,3133.88901008,4
Consuelo Mertz,73084.5049939,5
Mckenna Harris,57783.7745017,4
Seamus Grant,75958.4351203,6
Athena Roob,73737.6453847,1
Malcolm Kuhic,48876.1964937,2
Willa Lang,76938.3188105,3
Branson Ziemann,45244.9293672,5
Sidney Wolff,68348.5148942,5
Jayson Kunde,69556.9503084,1
Reagan Johnston,70678.9699706,2
Penelope Barton,22545.3633873,1
Jaleel Hessel,37055.7630547,3
Cole Wiza,40623.3054274,3
Karelle Gleason,62275.0902702,2
Orpha Feil,32214.8304645,2
Myrtle Hermann,83186.8530391,10
Dan Daniel,81640.9701504,2
Dale Kris,44244.1728933,4
Mariah Murazik,42932.4938331,2
Tod Klocko,102004.001798,1
Fleta Adams,75522.2272241,2
Gonzalo Schuster,47522.6683437,1
Micheal Dicki,39310.0848128,6
Vella Paucek,30403.613575,2
Craig Fisher,80876.1547936,2
Lowell Grant,52641.7312248,5
Lisette Dicki,49539.0396368,5
Kip Mohr,30686.8442813,3
Daija Marvin,34575.6024425,0
Lonzo Hirthe,62422.1309624,2
Leonora Schamberger,30542.5800601,4
Barry Metz,41509.4724175,3
Eloy Aufderhar,58543.9030253,3
Kendall Fadel,53029.7923128,4
Yadira Botsford,52285.2180358,2
Orie Nolan,59299.3099176,2
Kevin Bailey,25707.2477356,3
Marc Roob,14757.0821599,1
Jazmyn Wunsch,56114.1942727,0
Mohamed Leffler,64482.545451,3
Toni Vandervort,25509.7089748,9
Monica Stamm,73322.836255,3
Miracle Mante,80167.4187004,1
Waylon Runte,31488.2444745,3
Jalon Abbott,50716.5961931,3
Lacey Herman,54388.2921931,2
Kirstin Gutkowski,51170.0755587,2
Jeremie Kuphal,48192.9022341,2
Nash Stiedemann,60506.8136778,4
Fritz Ullrich,72038.1398508,0
Gayle Langworth,93259.6636816,3
Antonette Kunze,105452.935932,3
Tobin Miller,40610.8259967,2
Yazmin Kub,49161.1664149,3
Kurt DuBuque,78591.8918411,3
Sofia Harber,78309.8579589,1
Nella Smitham,77939.0446298,5
Greta Hoeger,77972.6096368,3
Kassandra Erdman,51046.3706955,5
Keira Skiles,56064.395547,4
Damien Willms,56797.7204517,3
Hellen Streich,57522.1230966,1
Santina Labadie,62303.3572275,2
Maribel Swaniawski,63374.1321994,2
Rosanna Green,49854.417734,2
Katheryn Kub,49103.4800008,1
Emerald Kunde,57931.1649017,1
Kariane Tremblay,49881.1216653,1
Lurline Schimmel,58202.2196971,4
Jayne Gleichner,107804.31447,1
Isadore Stark,49553.617931,4
Nicholas Murphy,75775.1041822,1
Karlee Pfeffer,20433.7305391,4
Leonor Stark,66854.5892999,2
Felipa Towne,82721.9129048,6
Liana Weimann,28498.7124863,5
Meda Bahringer,20528.7263473,4
Jannie Zemlak,57925.7501635,2
Crystel Brakus,49832.6871097,4
Devyn Little,57169.6767336,3
Brenden Walker,51485.8361105,4
Bobbie Gusikowski,67887.4718875,3
Krista Keebler,46102.8852388,2
Zackary Kertzmann,70162.7890527,2
Vernon Keebler,71834.6980702,3
Jeanie Bartell,76762.4518731,3
Zaria Franecki,44810.615289,3
Theodora Zulauf,44069.9659513,0
Georgianna Aufderhar,17246.6244564,0
Tanya Champlin,94387.6027749,6
Bradly Hansen,31471.0025394,4
Haskell Hilpert,40837.6485717,0
Lillie Rogahn,37710.2253322,1
Augusta Pfannerstill,42512.2962645,5
Kristy Rohan,44296.9572087,3
Vito Dietrich,55803.7085977,3
Carol Hand,59123.9454693,5
Mark VonRueden,65629.4186138,3
Edwardo Wisozk,62810.8733529,3
Joshua Cassin,71550.6469002,6
Gustave McClure,85170.6184234,4
Jolie Herzog,79803.6337459,3
Vernie West,71294.521758,2
Duane Kemmer,31410.2361753,3
Yasmeen Crona,31115.7960325,6
Arlene Wolf,33379.5607811,4
Braulio Franecki,38017.7123868,4
Maritza Kautzer,74066.5723303,2
Mikel Dietrich,75995.8030403,4
Jo Smith,79092.7017569,4
Thurman Simonis,71698.8456565,3
Zachery Schowalter,29131.5879405,3
Deonte Mayer,65245.512953,6
Tessie Pouros,75302.0766129,5
Sister Bins,42529.4909264,2
Laury Stiedemann,43099.8571215,2
Cali Torphy,104587.79721,3
Erick Jenkins,55437.1128736,6
Jada Marks,68182.1266986,6
Electa Kozey,46718.7805643,5
Reginald Bartoletti,56185.4644085,2
Kelsi Wisozk,42745.5998715,3
Kelley Crona,96893.6317204,5
Geoffrey Swaniawski,54195.2458684,2
Breanne Thiel,50078.4333409,2
Marilou O'Hara,36635.3118253,1
Federico Legros,70753.4204284,2
Nelle Morar,42232.9546411,5
Elvie Champlin,36960.5937275,1
Kacey Rippin,56047.6667882,3
Issac Roberts,18131.6237807,5
Ashleigh Huel,75338.7548411,0
Vincent Walker,39628.0421589,4
Lupe Ebert,55808.0186821,2
Layla Ziemann,98151.4202026,3
Conor Konopelski,60187.8688898,1
Delphia Hamill,80654.3579833,1
Eula Beer,58709.2145535,2
Fabiola Dibbert,43125.5249372,5
Kayden Kiehn,38765.3423908,3
Merlin Nitzsche,44523.3027773,4
Brian Feest,83470.9179326,3
Marc Senger,55705.9001093,5
Mafalda Kohler,40899.0540743,3
Peyton Trantow,45187.1151377,1
Aaliyah Langworth,79431.6394422,2
Erna Cronin,92853.5795004,2
Merl Stehr,50107.5890868,4
Eva Weimann,16306.9177389,4
Catherine Murazik,66299.6923926,5
Preston Grady,37094.7699388,5
Garett Hodkiewicz,31401.6970504,4
Tanya Mosciski,51302.0083334,3
Keagan Orn,17378.7503178,2
Tremaine Schinner,65258.4754809,1
Mavis Abbott,73048.7285469,3
Dianna Barton,35365.0771366,6
Maximilian Langosh,38757.6306262,3
Jared Keeling,80529.2100774,2
Mabelle Corwin,49461.7426703,5
Marie Ullrich,63413.837632,5
Fabiola Kessler,62169.6156972,0
Gaylord Gottlieb,70715.1601911,8
Bernhard Bergnaum,47628.7874145,1
Freda Krajcik,97532.8055078,5
Terry Fisher,49449.4664728,4
Elouise Jones,68767.9236073,3
Rodger Daugherty,20781.6086391,1
Tamara Murray,30887.6669505,4
Corbin Ryan,55928.1632079,0
Scotty Windler,59078.6731061,2
Greg Frami,51438.1688302,4
Jazmin Kub,51970.6072996,6
Allan Stoltenberg,79040.2490729,1
Nicola Bahringer,54713.9202305,4
Winifred Kovacek,70046.504055,2
Izaiah Ruecker,74859.6735711,2
Joshua Ankunding,67746.0085339,6
Sid Runte,58203.7380152,6
Rigoberto Olson,29838.4314933,4
Rosella Bailey,35043.732005,4
Sigrid Hills,41235.8209106,3
Delaney DuBuque,82488.2711542,1
Murl Gleason,62653.3702159,1
Gussie Littel,4471.73207569,4
Mortimer Marks,81310.8846644,3
Myrtle Kshlerin,14013.6289891,1
Diana Miller,52567.4040081,3
Chyna Bernier,53682.111006,2
Mariane White,28111.2401292,4
Pierre Armstrong,78868.6825667,2
Emanuel Padberg,37593.4938004,2
Isabelle Weissnat,61186.6736059,4
Tomasa Simonis,43731.7397903,7
Rashawn Zulauf,72907.4693156,2
Hubert Kuhlman,59668.4525771,4
Jace Boyer,48270.6474213,5
Daisha Lakin,33460.4703529,4
Emery Volkman,72530.3956908,1
Pansy Kessler,20652.420655,2
Carter Labadie,16928.8085008,3
Pearl Luettgen,55969.1027527,3
Cooper Langosh,83486.4762919,2
Katlynn Stamm,55314.1476637,4
Odessa Gibson,64799.9043457,4
Derek Okuneva,68264.3435589,4
Aric Block,34100.5679623,4
Haskell Stokes,65353.4906096,2
Jamir Toy,48269.2499869,5
Karley Schoen,64635.5929264,4
Aryanna Tillman,60672.6704513,4
Austin Schumm,63139.0631343,1
Tom Hermann,62723.4778097,1
Enid Rolfson,97905.0648836,4
Micah Kuvalis,48150.4659605,2
Brendon Jaskolski,-6605.15442959,4
Rodrick Maggio,37932.9042228,3
Robbie Kirlin,60391.6498459,1
Barry Carroll,62777.0882657,5
Cathryn Mraz,69288.9761289,3
Frankie Hoppe,58025.4731753,4
Gilda Donnelly,74052.5546842,3
Elmer Larson,67487.8877982,0
Kelton Predovic,42363.5290406,1
Vita Beier,73516.7526701,4
Constantin Hirthe,45927.9338764,5
Leonor Rogahn,86244.8614627,1
Davion Koss,78178.667212,4
Araceli White,62607.3802081,0
Madeline Botsford,70403.5457837,2
Tyree Nienow,71985.269482,3
Diego Durgan,42228.5816764,2
Denis Funk,80552.5929022,2
Dejah Jacobi,77471.609133,2
Hugh Graham,31036.3240994,6
Shania Boyle,24208.2767639,3
Kolby Rau,105632.741988,0
Jewell Wilderman,47525.7772703,2
Justina Shanahan,52320.0770319,2
Triston Hoppe,36237.2156829,4
Jaron Marks,29967.9637426,2
Shakira Shields,59643.7077974,3
Fred Raynor,28786.280529,5
Martine Satterfield,46156.5391073,3
Alexanne Quitzon,53279.6715364,2
Destinee Ebert,46390.1290467,4
Brook Barton,35381.4780076,5
Kiley Tremblay,53077.3998691,3
Alberto Lesch,58489.921415,5
Lois Kshlerin,59166.3257125,5
Eldon Gutkowski,49143.8780666,0
Tabitha Russel,28160.3662614,8
Piper Kertzmann,49195.8852755,3
Dorian Crist,69920.8669076,2
Walter Sporer,58914.6086188,2
Amalia Upton,40072.0132792,4
Hosea Kilback,54190.7457465,4
Berry Cronin,35735.8750885,2
Claudia Armstrong,84924.9399098,0
Graciela Koepp,63271.144221,6
Julio Emmerich,46157.1846559,1
Myrtie Simonis,73017.2583054,2
Gerhard Bechtelar,68072.0253631,3
Clovis Hayes,65417.9883051,2
Eloisa McGlynn,24135.4872323,4
Eugenia Kshlerin,34170.3351286,1
Aleen Gorczany,52631.4388058,3
Noah Champlin,51138.9674629,4
Mafalda Kihn,95661.1318468,5
Maggie Ullrich,39257.6777066,6
Mae Crona,52376.9762613,3
Beverly Schamberger,62787.2235046,1
Grayce O'Reilly,46977.3874619,4
Loyal Funk,38458.2122141,1
Ophelia Leuschke,50810.076801,4
Callie Wilderman,5611.63281057,4
Eloise Stehr,46421.51088,3
Christy Bergstrom,73756.8550948,0
Gianni Zieme,79631.7634111,2
Florence Davis,82629.9564025,2
Carleton Hintz,103462.124027,4
Kieran Lakin,35966.2107132,0
Desiree Hodkiewicz,65640.1629092,7
Margaret Bashirian,44751.8750498,4
Vita O'Reilly,17090.4658916,0
Everett Johns,73120.284226,5
Gaston Harris,50477.8647155,1
Isabell Sauer,65524.7519116,3
Karli Marks,62853.737895,4
Meagan Stracke,42150.5125666,3
Eldred Romaguera,46427.1973261,4
Leda Sawayn,41508.1170947,5
Jakob Treutel,18219.2898974,3
Lempi Ferry,77982.2282667,0
Ezequiel Cormier,3053.13645234,4
Penelope Kerluke,23669.2075707,5
Veda Johnston,68150.4210412,2
Margarita Romaguera,41092.657909,4
Kathleen Bashirian,28532.3518701,6
Alexander Rosenbaum,69600.5904844,2
Ona Bednar,60753.9496888,2
Levi Reichert,65125.7790997,1
Stacy Heaney,29939.7100107,2
Eliane Hauck,22037.3244055,1
Lindsey Bernhard,30202.6711518,4
Luella Brekke,33529.9097108,2
Robb Wisozk,59073.5191039,3
Elnora Prosacco,25566.2938227,3
Cade Blick,44723.6708923,2
Adaline Bechtelar,76704.9873071,5
Daisha Nikolaus,23555.4693627,1
Burnice McDermott,66289.452639,0
Nikolas Cartwright,43735.3694511,2
Oda Cremin,67840.4405082,4
Billy Moore,64555.9291259,6
Lazaro Weimann,32759.7809099,5
Alva Daugherty,62076.2186041,2
Isobel Bayer,70067.8262769,3
Stephany Batz,91460.9046492,2
Romaine Feil,64169.2977358,1
Vivienne Stiedemann,86152.9028366,5
Cecelia Kohler,33397.138382,2
Astrid Blick,41253.5216737,4
Earline Cronin,26929.7570161,2
Larissa Ledner,45470.8352378,4
Rosario Conn,71226.4938215,1
Sonia Dicki,27739.8080365,1
Miracle Hudson,40509.6572223,0
Trevion Schamberger,75968.1168915,2
Barrett Collins,63527.8630499,2
Demond Cormier,46810.4356293,3
Trey Haag,53777.3362414,4
Emerald VonRueden,55976.6247521,1
Eulah Walker,48591.088358,3
Juston Purdy,38075.1016927,0
Ricky McLaughlin,20515.3992594,0
Kiana Hoeger,76284.8683628,4
Horacio Buckridge,39265.414446,2
Isom Bartoletti,95787.396464,6
Alberto Runolfsdottir,45472.7676353,5
Earl Stiedemann,11439.4094686,4
Jettie Denesik,51582.4293236,2
Earline Sanford,52528.6250423,2
Abelardo Toy,21748.7804298,5
Kaleb Harvey,63413.6741009,3
Jeremie Abbott,44424.4792556,5
Ethel Schneider,59623.9413659,3
Florence Kilback,74307.7611978,4
Agustina McKenzie,67250.8971996,1
Raymond Legros,50863.5826618,2
Rubie Crooks,57440.4076742,4
Enola Ryan,56799.2254106,2
Verna Ward,67350.0257437,3
Magdalen D'Amore,21694.1655535,7
Henderson Goldner,76232.9745844,2
Whitney Cormier,34630.0620216,3
Era Jacobson,60383.2597798,1
Andres Wisozk,62399.1810023,2
Clark McGlynn,76751.0717736,2
Emmalee Hessel,48418.8114194,4
Arvid Mosciski,-1804.53702089,1
Erica Vandervort,38838.4596175,2
Darrion Wyman,93546.4501671,4
Otto Cremin,50567.3850982,4
Coty Haley,90038.8251431,3
Rudolph Schoen,71072.4828683,3
Renee Deckow,50647.3234018,2
Tracy Gerhold,60700.2131934,3
Oliver Hegmann,72913.4136336,3
Sister Bode,41895.5155641,4
Laverne Schuppe,98488.1429328,2
Mossie Roob,39797.0034452,2
Bettye Hansen,58582.0013733,2
Henderson Douglas,57137.8481641,1
Athena Price,47597.0792747,3
Adolph Brakus,65855.9055299,4
Corrine Hammes,50678.2783158,2
Hailee Bode,63345.1834057,5
Garrett Stoltenberg,66740.7123697,4
Leopold Denesik,72678.3835659,2
Sid Gusikowski,87495.4866445,4
Charlotte Abbott,82693.0735694,1
Gloria Stracke,90763.1509346,3
Unique Reilly,64252.1599147,6
Anika Harber,29983.1801706,5
Montana Brekke,49914.7123676,3
Bud McKenzie,49679.5880787,1
Jazmyn Schmeler,62268.8658115,3
Jo Schultz,27574.1753963,3
Ezequiel Stamm,41762.3088561,5
Junior Watsica,68371.3271657,2
Chanelle Bradtke,87236.8137447,2
Kellen Wilderman,32081.7072988,4
Kelvin Hegmann,49760.8795702,3
Oswaldo Marquardt,28047.0504007,2
Keshaun Hilll,59820.4152296,3
Lillie Predovic,60480.444833,5
Brigitte Green,76703.1266427,2
Jan Cruickshank,80258.5849637,1
Tyson Kutch,57594.1874623,7
Sheila Wintheiser,36830.7772746,6
Alvah Bayer,113477.366988,2
Dan Stracke,44411.3392031,5
Junior Rogahn,79258.4400542,3
Amira Effertz,55155.6130827,3
Jordane Abbott,57306.2906523,2
Levi Jast,82683.5419958,2
Andy Pacocha,46885.4583034,4
Una Bosco,80731.4376245,3
Jazmin Ratke,51117.5042488,5
Walker McGlynn,64107.2001373,0
Pierre Emmerich,36062.3851198,6
Fernando Robel,58347.158054,1
Kacie Cole,33575.6846412,2
Betsy Kris,69756.7095565,1
Ericka Feeney,57281.6418926,2
Adell Bayer,40574.3136036,2
Loren Schmitt,117813.681835,3
Marietta Swaniawski,34306.1462938,1
Steve O'Conner,45066.4627899,0
Sally Torphy,39138.8446209,2
Mack Hilll,72823.0383174,1
Johnson Rohan,77688.5304413,5
Alvah Fritsch,41726.6102904,6
Lavon Hudson,66474.7353295,4
Orion Brakus,34657.430846,3
Leonel Stanton,71510.8766701,4
Gussie Nienow,69603.6176903,5
Daron Spencer,43617.8155178,3
Selina Leannon,24788.6165085,4
Frederique Crooks,34050.6930706,4
Xavier Konopelski,57961.014538,3
Heather Rempel,23249.0013016,1
Theodore Miller,71441.8538097,3
Kathryne Schroeder,57679.3512366,7
Marley Jacobi,84241.8590559,4
Iva Pfeffer,48029.3633616,4
Kelsie Lubowitz,78526.8167671,5
Zora Rohan,13316.5057628,1
Norbert Ernser,47746.7278731,2
Lupe Borer,94040.7988346,3
Cathy Lesch,27485.7894543,2
Micah D'Amore,63235.864461,1
Hester Russel,125786.677416,2
Jamir Sporer,33750.3618898,3
Jermaine Farrell,53715.4686937,6
Ladarius Jast,68496.4871392,2
Pierce Kuhic,67094.7711303,2
Alexa Keebler,54968.1133938,2
Euna Reinger,65516.4135207,4
Dorcas Greenfelder,21484.6920902,8
Margie Eichmann,57503.1347369,4
Rosalind Walker,49552.2178304,3
Jerald Renner,59423.3910505,2
Adrienne Rowe,74215.1198409,4
Kailee Cremin,91223.2996773,2
Giles Turcotte,30059.2382074,4
Daron Friesen,46930.9498986,1
Donnell Rowe,44186.2190253,4
Michele Bergstrom,59476.9608934,0
Kolby Turner,56624.8689721,3
Donnell Reinger,86547.861656,5
Celia Zboncak,33288.0543334,3
Gloria Powlowski,55071.4857788,1
Beau Ankunding,71644.2439426,1
Sabina Crona,70206.0931954,2
Lucile Rice,34953.0106136,3
Georgianna Tremblay,57294.1278125,3
Jorge Denesik,76583.72124,2
Hobart Fahey,35938.5733267,0
Wilson Lowe,64636.6901509,1
Tod Hand,55837.0811075,0
Lexi Labadie,66413.1240681,5
Pierce Tremblay,64309.0894693,3
Rolando Marquardt,31771.3478537,3
Shane Rippin,50864.8962689,3
Kyleigh Bins,73880.4927938,2
Benton Little,85288.7733986,1
Lexi Witting,39024.047218,2
Patricia Spencer,34647.3054304,2
Pasquale Wolff,70934.4848313,2
Brannon Miller,82153.8630765,7
Mable Stoltenberg,59669.8554324,3
Thaddeus DuBuque,37235.5502185,2
Neha Nader,73234.2946974,5
Julien Mayert,50109.653395,4
Hershel Lang,28647.5385017,3
Nikko Stanton,45971.2950924,1
Pedro Weber,53833.3967142,2
Micah Daugherty,56485.4593279,3
Drew Dibbert,60936.1880143,2
Janice Stiedemann,57946.9684114,1
Ellie Treutel,57022.5339151,1
Adeline Lubowitz,81012.5589624,1
Braxton Bosco,52963.5135254,3
